sha,download status,download time,test status,test time,mop status,mop time,gen status,gen time,imm status,imm time,imop-gen status,imop-gen time,imop-mop status,imop-mop time,gen+ps1c status,gen+ps1c time,gen+ps3cl status,gen+ps3cl time,mop+ps1c status,mop+ps1c time,mop+ps3cl status,mop+ps3cl time,imm+imop status,imm+imop time,imm+ps1c status,imm+ps1c time,imm+ps3cl status,imm+ps3cl time
f659e53ba519781688b4458df6bcacb8f6c79641,0,4.780,0,.717,0,3.698,0,4.490,0,4.862,0,4.572,0,3.747,0,5.966,0,5.794,0,5.079,0,5.104,0,4.798,0,6.701,0,6.666
d7258d66fd66931568701cc5da2281145a387c60,0,.950,0,.733,0,3.640,0,4.463,0,5.637,0,4.403,0,3.732,0,2.453,0,1.992,0,2.133,0,1.902,0,5.741,0,2.877,0,2.511
3098732bc920194a5bf5378310d24dc32f1e6cf2,0,1.258,0,1.071,0,11.973,0,14.495,0,16.598,0,14.632,0,15.246,0,9.282,0,2.648,0,9.299,0,2.647,0,17.392,0,9.699,0,3.198
06da3c2ab510109dc8d43003ef859430f45cbf18,0,1.337,0,1.053,0,11.909,0,14.462,0,17.131,0,15.308,0,15.597,0,1.134,0,1.133,0,1.159,0,1.155,0,17.541,0,1.686,0,1.660
4fb8b5a6431d17fdede28f9affd1d50572f7e083,0,6.643,0,1.604,0,22.067,0,26.247,0,25.176,0,26.135,0,22.941,0,15.069,0,3.534,0,16.341,0,3.502,0,25.584,0,15.344,0,3.848
62c84859b13afe5e2db3a04a8a1da5a22d9bc130,0,2.804,0,1.451,0,21.155,0,25.107,0,24.914,0,25.338,0,26.326,0,2.202,0,2.192,0,2.192,0,2.183,0,25.855,0,2.297,0,2.307
