sha,download status,download time,test status,test time,mop status,mop time,gen status,gen time,imm status,imm time,gen+ps1c status,gen+ps1c time,gen+ps3cl status,gen+ps3cl time,mop+ps1c status,mop+ps1c time,mop+ps3cl status,mop+ps3cl time,imm+ps1c status,imm+ps1c time,imm+ps3cl status,imm+ps3cl time
125919c7fcb90009279111b728a67ac0750f4976,0,10.459,0,7.283,0,32.787,0,45.753,0,64.723,0,59.220,0,58.992,0,36.043,0,36.841,0,64.193,0,62.375
c90a631b9e586531abef138b9a46211735ca0515,0,7.674,0,7.258,0,32.875,0,57.067,0,38.064,0,38.765,0,29.524,0,33.229,0,22.350,0,31.047,0,28.450
81c93f337c297e0007c0864ed2bd396d35fa72fe,0,7.654,0,7.257,0,32.294,0,57.103,0,38.303,0,40.133,0,30.714,0,31.914,0,23.280,0,30.367,0,28.696
117c90f621f9d654760f7310b71a338cf7b26a40,0,7.631,0,7.278,0,32.405,0,56.095,0,.674,0,1.209,0,1.197,0,1.186,0,1.177,0,1.120,0,1.156
a2788d728bbd62a119a0ca42d5b6fd6b4ff5896f,0,7.605,0,7.211,0,32.643,0,55.914,0,51.731,0,53.676,0,46.291,0,32.408,0,32.183,0,53.223,0,50.721
a267d5ac48e41e76fde82af6014ca42cebea8059,0,9.754,0,12.352,0,46.388,0,59.710,0,49.363,0,41.008,0,37.972,0,45.394,0,13.445,0,39.425,0,41.043
c43f6b731772061e2eff13af6ae5bfdbb5bd13cf,0,10.443,0,11.768,0,46.973,0,58.475,0,61.230,0,60.967,0,49.400,0,48.901,0,49.078,0,41.483,0,42.152
770247d9c3a8a3dc99cb36de9101e7811af55b47,0,9.805,0,9.436,0,44.716,0,61.744,0,40.991,0,40.601,0,40.432,0,47.664,0,38.197,0,34.714,0,31.170
bb957fc2bf755bf9f4ffa866c85a25d6c2cd2e5a,0,9.815,0,11.690,0,50.060,0,59.429,0,53.938,0,39.960,0,43.268,0,45.615,0,35.254,0,40.707,0,35.697
