sha,download status,download time,test status,test time,mop status,mop time,gen status,gen time,imm status,imm time,gen+ps1c status,gen+ps1c time,gen+ps3cl status,gen+ps3cl time,mop+ps1c status,mop+ps1c time,mop+ps3cl status,mop+ps3cl time,imm+ps1c status,imm+ps1c time,imm+ps3cl status,imm+ps3cl time
3bd8ed4139dc51f00595ec61aefe9a25a4678d09,0,10.979,0,4.608,0,68.668,0,67.519,0,69.866,0,71.368,0,71.362,0,78.778,0,74.444,0,69.253,0,72.306
178499b75da94596063fd5b94e849328fcb3f1a0,0,6.656,0,4.655,0,83.162,0,83.976,0,54.364,0,85.301,0,85.763,0,84.397,0,85.640,0,58.592,0,60.405
da0e3818c24549ad4a9ab283c728101a12850264,0,5.560,0,4.663,0,82.672,0,83.823,0,51.082,0,1.577,0,1.559,0,1.625,0,1.538,0,2.718,0,2.719
0bb151bda630d0551c5b61fd81d71ce8f859eb79,0,5.571,0,4.621,0,81.284,0,82.164,0,50.933,0,84.066,0,85.052,0,89.986,0,92.029,0,57.556,0,57.772
d9a366943a5d7a2364a7ef6627e47446f351e72c,0,5.527,0,4.667,0,80.280,0,81.980,0,53.921,0,74.724,0,39.328,0,83.222,0,41.592,0,45.371,0,27.310
7a7857d358985d6e95073b6f1d720330a4b1e33a,0,5.592,0,4.644,0,81.130,0,82.651,0,56.039,0,1.548,0,1.500,0,1.575,0,1.505,0,2.731,0,2.745
7eacf941b3fd068eaac93639d2bf73030980ab28,0,5.621,0,4.637,0,81.249,0,83.137,0,54.581,0,79.090,0,10.817,0,78.979,0,9.990,0,46.251,0,10.997
96c86839764f76e13349a162aabb5d66e274c1db,0,5.520,0,4.618,0,80.694,0,80.612,0,.950,0,1.589,0,1.485,0,1.536,0,1.491,0,1.504,0,1.498
e088982843ece8a5cd84dfd7cffbd7b3400453d7,0,5.529,0,4.654,0,80.439,0,81.406,0,51.139,0,1.550,0,1.515,0,1.577,0,1.561,0,2.673,0,2.736
15d37ce85605c2e1fa4777f4b88ffed947922312,0,5.573,0,4.657,0,79.871,0,81.296,0,54.098,0,8.096,0,6.380,0,7.777,0,6.318,0,9.020,0,7.578
d370ef22506e952c1187b1e1042fafabfccad0e8,0,5.559,0,4.670,0,81.015,0,82.827,0,54.262,0,73.868,0,47.711,0,82.529,0,56.918,0,44.035,0,28.178
828f8449d51d25d82466bb859546e9ef9e09e33b,0,5.861,0,4.969,0,80.532,0,81.472,0,58.159,0,74.315,0,50.238,0,81.666,0,57.466,0,50.436,0,31.626
4b4c7487ac40f68e6ef2d2edeb894a9d5682667c,0,5.987,0,5.060,0,82.233,0,81.364,0,79.291,0,74.438,0,47.203,0,84.914,0,57.577,0,69.056,0,50.604
d50636f0f29ab1aa9871641f96168cbe8a126810,0,5.919,0,5.072,0,82.040,0,81.593,0,54.521,0,78.697,0,40.336,0,81.978,0,43.326,0,51.376,0,27.730
f6aa774eca578976e90975b56a7c5a73c6bd9913,0,5.958,0,5.067,0,82.084,0,81.725,0,71.661,0,75.971,0,39.716,0,81.232,0,42.300,0,56.950,0,39.329
d799a280ea92611d11a77fa7a44445adc3de73d2,0,6.215,0,5.156,0,81.813,0,81.576,0,52.011,0,74.224,0,39.754,0,83.421,0,46.904,0,51.638,0,24.445
