sha,download status,download time,test status,test time,mop status,mop time,gen status,gen time,imm status,imm time,imop-gen status,imop-gen time,imop-mop status,imop-mop time,gen+ps1c status,gen+ps1c time,gen+ps3cl status,gen+ps3cl time,mop+ps1c status,mop+ps1c time,mop+ps3cl status,mop+ps3cl time,imm+imop status,imm+imop time,imm+ps1c status,imm+ps1c time,imm+ps3cl status,imm+ps3cl time
220802a0ea364f4eae106f115c02b2d1013333b4,0,9.419,0,3.441,0,85.838,0,95.597,0,98.015,0,98.323,0,101.997,0,101.043,0,100.154,0,109.290,0,104.353,0,98.742,0,99.526,0,99.289
af6d9325aa6dc75be1d7b2cfd0951f6b9fa781ea,0,4.874,0,3.411,0,86.437,0,95.240,0,73.791,0,95.796,0,101.992,0,94.598,0,102.773,0,104.037,0,104.063,0,72.938,0,75.535,0,72.750
c3d1b52c1e3db351b4ba3981f8d6f3aad80d3f9e,0,3.863,0,3.382,0,86.051,0,96.036,0,76.153,0,98.102,0,107.237,0,84.582,0,56.059,0,90.291,0,61.736,0,75.805,0,65.557,0,53.303
100709155841df514f391f6b7589d89475bd0626,0,3.857,0,3.356,0,85.789,0,98.109,0,62.681,0,98.202,0,107.886,0,92.396,0,34.313,0,97.711,0,38.571,0,62.863,0,59.417,0,30.674
68163246035f8aef9971e7914e3d261fe5ac37dd,0,3.897,0,3.380,0,88.119,0,97.829,0,72.266,0,101.881,0,109.702,0,84.846,0,27.746,0,95.308,0,29.367,0,73.072,0,58.133,0,28.657
c0a3ae2d407ebd88023ea2d0f02a4882b0492df0,0,3.869,0,3.423,0,87.603,0,102.581,0,69.746,0,98.610,0,105.006,0,2.081,0,1.840,0,1.953,0,1.812,0,63.568,0,3.245,0,3.196
