project,STANDARD_LIB,JAVAMOP,RVMONITOR,PROJECT,THIRD_PARTY_LIB,NATIVE,ASPECTJ,OTHER,VIOLATION,ASPECTJ_INSTRUMENTATION,ASPECTJ_RUNTIME,ASPECTJ_OTHER,MONITORING,SPECIFICATION,MOP_AND_AJC,RVMONITOR_LOCK,MONITORING_LOCK,LOCK,TRIE,MAVEN,JUNIT,UNKNOWN
dubin555-Kafka-Insight,0,0,0,2,0,0,0,10,0,85,0,0,2,16,76,0,0,0,2,138,0,0,,331
dyorgio-cpu-watcher,0,0,30,16431,0,0,0,29,31,93,0,0,14,31,182,0,31,0,76,807,0,0,,17755
earcut4j-earcut4j,0,0,0,1,0,0,0,14,0,88,0,0,2,16,185,0,0,0,2,369,0,0,,677
eBay-bsonpatch,0,0,461,101,0,0,0,52,190,95,0,0,44,78,310,34,67,0,312,1725,0,0,,3469
echisan-wbp4j,0,0,0,378,0,0,0,44,1,92,0,0,4,16,131,0,0,0,2,2589,0,0,,3257
ecki-et-otp,0,0,5,5,0,0,0,17,0,90,0,0,1,14,202,0,1,0,1,323,0,0,,659
eclipse-jbom,0,0,29,2287,0,0,0,72,25,102,0,3,8,35,81,2,14,0,28,4231,0,0,,6917
EsmerilProgramming-overtown,0,0,4,76,0,0,0,52,1,93,0,2,9,27,72,0,1,0,6,3818,0,0,,4161
ethlo-jsons2xsd,0,0,5,90,0,0,0,48,0,87,0,4,5,18,75,0,1,0,4,3453,0,0,,3790
etsy-arbiter,0,0,4,46,0,0,0,42,3,97,0,3,4,14,75,0,0,0,3,2530,0,0,,2821
everwatchsolutions-json-data-generator,0,0,7,25,0,0,0,22,0,100,0,0,5,24,147,0,0,0,8,411,0,0,,749
exchange-core-orderbook,0,0,24,48,0,0,0,63,13,365,0,2,13,29,67,1,2,0,7,7129,0,0,,7763
ExpediaGroup-jasvorno,0,0,3,122,0,0,0,64,5,123,0,7,4,24,113,1,3,0,5,6162,0,0,,6636
eyp-serfj,0,0,7,62,0,0,0,63,2,104,0,1,9,19,75,0,0,0,3,2943,0,0,,3288
f4b6a3-ksuid-creator,0,0,36,1220,0,0,0,27,13,86,0,0,8,38,189,0,4,0,66,435,0,0,,2122
FasterXML-jackson-benchmarks,0,0,2,2,0,0,0,17,0,81,0,0,1,18,85,0,0,0,3,132,0,0,,341
FelixGail-gplaymusic,0,0,0,1,0,0,0,15,0,80,0,0,1,19,68,0,0,0,2,324,0,0,,510
figo-connect-java-figo,0,0,4,15,0,0,0,20,1,86,0,0,2,19,115,0,0,0,2,933,0,0,,1197
fiji-AnalyzeSkeleton,0,0,4,13,0,0,0,19,1,91,0,0,5,20,197,0,0,0,2,539,0,0,,891
finn-no-retriable-kafka-consumer,0,0,31,1019,0,0,0,103,17,285,0,10,12,19,108,6,4,0,19,9955,0,0,,11588
floppylab-markdown2document,0,0,59,182,0,0,0,82,53,121,0,6,18,52,73,6,29,0,116,6656,0,0,,7453
forgemo-bittrex-java-client,0,0,20,151,0,0,0,47,11,98,0,4,7,20,144,0,4,0,10,3865,0,0,,4381
Francesco149-koohii,0,0,235,436,0,0,0,55,692,88,0,0,33,248,223,21,181,0,436,530,0,0,,3178
fsantiag-sonar-clojure,0,0,22,154,0,0,0,91,13,305,0,4,11,19,72,2,1,0,10,8566,0,0,,9270
gaols-reduce-rule,0,0,9,20,0,0,0,17,27,87,0,0,7,21,175,0,2,0,19,284,0,0,,668
GeBeater-dozer-jdk8-support,0,0,0,8,0,0,0,24,0,97,0,0,2,18,170,0,0,0,1,555,0,0,,875
gesellix-Nimbus-JOSE-JWT,0,0,1,39,0,0,0,22,0,113,0,0,8,13,199,0,0,0,3,1206,0,0,,1604
GMWolf-artemis-odb-eeel,0,0,2,10,0,0,0,19,0,83,0,0,3,15,77,0,1,0,1,450,0,0,,661
graylog-labs-syslog4j-graylog2,0,0,6,101,0,0,0,60,5,202,0,1,7,23,68,0,0,0,6,6063,0,0,,6542
